debate_id,title,sector_label,confidence,predicted,max_predicted_proba,is_correct,error_type,review_flag
D338,Pickleball-related Noise Complaints in Residential Estates and Measures to Balance Recreation with Residents' Rest,Housing & Property,HIGH,Housing & Property,0.18006847299749243,True,Correct,Auto-label OK
D339,Impact of Increased EV Adoption on Electricity Grid's Load,Transport,HIGH,Transport,0.2264671364169205,True,Correct,Auto-label OK
D340,Eligibility Criteria and Utilisations Rates of Extended Developmental Leave Schemes for Teachers over Past Three Years,Education,HIGH,Education,0.19234997380161162,True,Correct,Auto-label OK
D341,Effectiveness of Nutri-grade Labelling System on Lowered Consumption of High-sugar and Saturated Fats Pre-packaged Foods,Healthcare,HIGH,Education,0.10946152048207475,False,Misclassified,Needs Review
D342,Review of Cost-bearing Responsibility for Hawkers to Provide Affordable Meals for Low-income Patrons,Social & Family Policy,MEDIUM,Environment,0.14286088598029006,False,Misclassified,Needs Review
D343,Grant to IMF's Trust for Special Poverty Reduction and Growth Operations for the Heavily Indebted Poor Countries,Financial Services,HIGH,Other / Cross-cutting,0.1349606488700115,False,Misclassified,Needs Review
D344,Proportion of HDB Flat Fires Linked to Electrical Causes that Occurred in Pre-1997 and Post-1997 Flats,Housing & Property,HIGH,Housing & Property,0.29824399008836716,True,Correct,Auto-label OK
D345,Standardising SOPs for Stroller Use across All Public Bus Operators,Transport,HIGH,Transport,0.3809540157645318,True,Correct,Auto-label OK
D346,Stakeholder Engagement Plan for VERS and Measures to Prevent Speculative Flat Purchases,Housing & Property,HIGH,Housing & Property,0.20177966163408517,True,Correct,Auto-label OK
D347,Discouraging Teenagers from Cycling in Groups without Wearing Helmets,Transport,HIGH,Transport,0.2551910928033855,True,Correct,Auto-label OK
D348,"Breakdown of GCE ""O"" Level Results' Grade Distribution for Past Three Years",Education,HIGH,Education,0.2266988535467848,True,Correct,Auto-label OK
D349,Extension of Concessionary Migrant Domestic Worker Levy to First-time Expectant Parents Prior to Delivery of Child,Social & Family Policy,HIGH,Labour & Workforce,0.16743863304488443,False,Misclassified,Auto-label OK
D350,Addressing Business Impact of Jetstar Asia's Relocation from Changi Airport and Better Connectivity between Terminal 4 and Other Terminals,Transport,HIGH,Transport,0.17426372823554434,True,Correct,Auto-label OK
D351,Mitigation Measures for Private Preschools Serving Children with Special Needs and Support Frameworks to Encourage Viability of Such Services,Education,HIGH,Social & Family Policy,0.17727733408306612,False,Misclassified,Auto-label OK
D352,Assessing Adequacy of Heavy Vehicle Parking Lots,Transport,HIGH,Transport,0.17932539962374958,True,Correct,Auto-label OK
D353,Managing Healthcare Insurance Premiums,Healthcare,HIGH,Healthcare,0.48187236202157985,True,Correct,Auto-label OK
D354,Data on DigitalAccess@Home Scheme Household Support and Measures to Increase Take-up Rate,Digital Economy & Tech,HIGH,Social & Family Policy,0.226254889687788,False,Misclassified,Auto-label OK
D355,Number of Non-compliant Noise Levels at HDB BTO Construction Sites in Fernvale between August to October 2025,Environment,HIGH,Environment,0.22201897005180696,True,Correct,Auto-label OK
D356,Specialised Training in Student Welfare against Bullying for Educators and School Leaders from 2020 to Date,Education,HIGH,Education,0.19890078426181623,True,Correct,Auto-label OK
D357,Active CPF Members Aged 55 from 2020 to 2024 and Future Projected Changes,Social & Family Policy,LOW,Social & Family Policy,0.14675295290786258,True,Correct,Needs Review
D358,Data on Premature Work Permit Cancellations in Last Five Years,Labour & Workforce,HIGH,Labour & Workforce,0.19487618082632294,True,Correct,Auto-label OK
D359,More Initiatives for Infants and Toddlers Under Grow Well SG and Assessing Long-term Impact on Children's Development,Education,HIGH,Healthcare,0.16075813857188287,False,Misclassified,Auto-label OK
D360,Cause and Actions Taken for Sinkhole Formation at Tanjong Katong Road South in July 2025,Environment,HIGH,Environment,0.17605986123978626,True,Correct,Auto-label OK
D361,"Awareness, Utilisation Rates and Efficacy of Differentiated Job Matching Platforms for Fresh Graduates and Young Professionals",Labour & Workforce,HIGH,Labour & Workforce,0.23195703364210865,True,Correct,Auto-label OK
D362,Noise Pollution Enforcement on Foreign-registered Vehicles and Data on Noise-related Summons Issued at Land Checkpoints in Past Three Years,Environment,HIGH,Transport,0.16776990603989855,False,Misclassified,Auto-label OK
D363,Redress Mechanisms Available for Clients of Licensed Debt Collection Companies in Dispute Cases,Defence & Home Affairs,MEDIUM,Defence & Home Affairs,0.1637550905599046,True,Correct,Auto-label OK
D364,Noise Monitoring Protocols of Construction Sites and Usage of Noise Readings in Addressing Resident Complaints,Environment,HIGH,Environment,0.3372736509950795,True,Correct,Auto-label OK
D365,Collisions between Cyclists and Pedestrians on Cycling Paths Adjacent to Pedestrian-only Paths,Transport,HIGH,Transport,0.23265939507267935,True,Correct,Auto-label OK
D366,Electrical Safety Checks for Flats Undergoing Home Improvement and Enhancement for Active Seniors Programmes,Housing & Property,HIGH,Housing & Property,0.33791416053083917,True,Correct,Auto-label OK
D367,Future Strategic Direction and Support Level for Cultivated Food Firms Given Recent Exits of Several Firms,Environment,HIGH,Environment,0.24996853347000034,True,Correct,Auto-label OK
D368,Reducing National Water Consumption Rate in Non-domestic Sector,Environment,HIGH,Environment,0.1828490419498445,True,Correct,Auto-label OK
D369,SG Enable's Support for ITE Graduates with Disabilities to Access Host Companies under Work-Study Diploma Programme,Labour & Workforce,MEDIUM,Labour & Workforce,0.19352220357123492,True,Correct,Auto-label OK
D370,Risk Assessments of Bus Arrival Timing System Prior to January 2026 System Glitch,Transport,HIGH,Transport,0.24550397505415103,True,Correct,Auto-label OK
D371,Review of Building Maintenance and Strata Management Act for Ageing Condominiums,Housing & Property,HIGH,Housing & Property,0.12795720421350262,True,Correct,Needs Review
D372,Regulation on Involvement of Migrant Domestic Workers or Illegal Part-time Workers in Home-based F&B Businesses,Labour & Workforce,HIGH,Labour & Workforce,0.2675718785516948,True,Correct,Auto-label OK
D373,Data on Companies with More Than 25 Workers Paying Retrenchment Benefits in Line with Tripartite Guidelines,Labour & Workforce,HIGH,Labour & Workforce,0.22771272656554264,True,Correct,Auto-label OK
D374,Design and Installation of Smaller Lifts for Lift Upgrading Programme in Choa Chu Kang Ave 3,Housing & Property,HIGH,Housing & Property,0.15768354150089678,True,Correct,Needs Review
D375,The Government’s Intention to Preserve the Site of 38 Oxley Road,Other / Cross-cutting,HIGH,Other / Cross-cutting,0.13430284751993835,True,Correct,Needs Review
D376,Measures to Safeguard Long-term Financial Security of Family Caregivers Who Left Workforce or Reduced Work Hours,Social & Family Policy,HIGH,Social & Family Policy,0.23755454152286684,True,Correct,Auto-label OK
D377,Enhance Training for Healthcare Professionals Engaging Grieving Families of Deceased Organ Donors,Healthcare,HIGH,Healthcare,0.24704489856473238,True,Correct,Auto-label OK
D378,"Informing Foreign Vehicle Drivers of Singapore's Traffic, Parking, Safety and Emission Rules Prior to Entry",Transport,HIGH,Transport,0.18342095135953582,True,Correct,Auto-label OK
D379,Capital Expenditure and Monthly Operating Costs for Value Meals @ South West Initiative,Social & Family Policy,HIGH,Social & Family Policy,0.1555337515389735,True,Correct,Needs Review
D380,Outreach Efforts to Remind Foreign Drivers of Singapore's Vehicle Noise Emission Standards,Transport,HIGH,Environment,0.25573246247874487,False,Misclassified,Auto-label OK
D381,Incorporating Neuro-developmental Conditions in Existing Tiered-care Mental Health Model to Ensure Holistic Care,Healthcare,HIGH,Healthcare,0.4041078425029194,True,Correct,Auto-label OK
D382,"Data on Platform Workers CPF Transition Support Scheme Uptake, Disbursement and Rejection",Labour & Workforce,HIGH,Labour & Workforce,0.283871167235231,True,Correct,Auto-label OK
D383,Progress of Installing Green Roofs at Bus Stops,Transport,HIGH,Transport,0.35579655055665815,True,Correct,Auto-label OK
D384,Breakdown of Enhanced Matched Retirement Savings Scheme Take-Up Rate by Demographics and Source of Top-ups,Social & Family Policy,HIGH,Social & Family Policy,0.17244559481211577,True,Correct,Auto-label OK
D385,Standard Protocols for ComLink+ Family Coaches to Contact Disengaged Households,Social & Family Policy,HIGH,Social & Family Policy,0.29408633193240513,True,Correct,Auto-label OK
D386,Accessibility Features in Autonomous Shuttle Services,Transport,HIGH,Transport,0.1925497069791988,True,Correct,Auto-label OK
D387,Status of Quantitative Noise Thresholds Review for Residential Boundary Noise,Housing & Property,HIGH,Environment,0.18076070959013685,False,Misclassified,Auto-label OK
D388,Proposal to Allow Persons under 18 to Access Counselling or Screening without Parental Consent,Healthcare,HIGH,Healthcare,0.281932750770046,True,Correct,Auto-label OK
D389,Participation Rates of Employment Preparation Scheme and Recidivism Outcomes,Labour & Workforce,HIGH,Defence & Home Affairs,0.1642693070216254,False,Misclassified,Auto-label OK
D390,"Health Screenings for Those from Countries with High-risk of Nipah Virus, and Healthcare Advisories to Doctors and Public",Healthcare,HIGH,Healthcare,0.27377577334205916,True,Correct,Auto-label OK
D391,Assessment on Leasing of Fast-food Business at Yio Chu Kang Stadium to Promote Healthy Living,Healthcare,MEDIUM,Environment,0.15709858717085742,False,Misclassified,Needs Review
D392,Students Progressing from Special Education School into ITE Progammes,Education,HIGH,Education,0.42049452792075065,True,Correct,Auto-label OK
D393,Impact of Illegal Hawker Stall Subletting on Food Affordability and Ensuring Fair Access for New Entrants,Environment,HIGH,Environment,0.3067930783159029,True,Correct,Auto-label OK
D394,Training for Teachers to Deal With Disclosures of Mental Health Challenges by Students Who Also Refuse Parental or Counsellor Involvement,Education,HIGH,Education,0.34291479726225804,True,Correct,Auto-label OK
D395,Difference between Functions of ComLink Family Coaches and Family Service Centre Social Workers,Social & Family Policy,HIGH,Social & Family Policy,0.27004532591707686,True,Correct,Auto-label OK
D396,Prioritising Green Modes of Transport in Tengah and Other New Towns,Transport,HIGH,Transport,0.416895209600059,True,Correct,Auto-label OK
D397,Measures Addressing Involuntary Underemployment among Fresh Graduates and Junior Professionals,Labour & Workforce,HIGH,Labour & Workforce,0.2851517153821293,True,Correct,Auto-label OK
D398,Installation of Anti-bird Netting on Town Council Building Facades,Defence & Home Affairs,HIGH,Defence & Home Affairs,0.2123112623780622,True,Correct,Auto-label OK
D399,Impact on Inflation with CDC Vouchers Given to Singapore Households Regardless of Socio-economic Status,Other / Cross-cutting,MEDIUM,Social & Family Policy,0.25415249544622814,False,Misclassified,Auto-label OK
D400,Current Breakdown of Resident and Foreign Full-time Workers across Industry Sectors,Labour & Workforce,HIGH,Labour & Workforce,0.25329131004567507,True,Correct,Auto-label OK
D401,"Data on Appeals Related to Ethnic Integration Policy, Appeals Approved and Appeals That Led to Units Being Acquired by HDB",Housing & Property,HIGH,Housing & Property,0.34257040405296657,True,Correct,Auto-label OK
D402,Evaluation on Vape Detection Sensors Usage in Schools and Institutes of Higher Learning,Education,HIGH,Education,0.2625309874545042,True,Correct,Auto-label OK
D403,Proposal to Use Life Expectancy Factor of 83.5 Years When Calculating CPF Savings for Property Purchases,Housing & Property,MEDIUM,Social & Family Policy,0.17435224708168448,False,Misclassified,Auto-label OK
D404,Reviewing Working Mother's Child Relief Scheme and Enhancing Relief Quantum to Offset Rising Costs,Social & Family Policy,HIGH,Social & Family Policy,0.1951231625353151,True,Correct,Auto-label OK
D405,Data on Household Income Distribution of Students Admitted through DSA Scheme and who Participated in Private DSA Preparatory Programmes over Past Five Years,Education,HIGH,Education,0.46713433390570086,True,Correct,Auto-label OK
