debate_id,title,turn1,turn2,actual,confidence,predicted
D272,Salary Review of Allied Health Professionals and Key Findings,asked the Coordinating Minister for Social Policies and Minister for Health (a) when was the last salary review of allied health professionals held; (b) what were some of the key findings and recommendations; and (c) whether the Government can provide an update on some of the follow-up actions taken since then.,The last salary review of allied health professionals (AHPs) in public healthcare institutions was implemented in July 2025. AHPs received increases of up to 7% to their monthly base salaries. The Ministry of Health will continue monitoring the review of the remuneration packages of healthcare workers regularly to ensure market competitiveness.,Labour & Workforce,MEDIUM,Healthcare
D274,Study on Nuclear Energy Usage and Waste Disposal in Singapore and Public Disclosure of Findings,asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether EMA's tender to study nuclear energy use in Singapore includes efforts to understand nuclear waste disposal options for Singapore; and (b) whether the Ministry will fully release the results of the study to the public upon completion.,The recently awarded Energy Market Authority (EMA) tender is focused on helping us to understand the technology and safety of various advanced nuclear power plant technologies and their viability for Singapore. The important issue of nuclear waste disposal will be assessed separately. We will continue to update the public as appropriate to strengthen Singaporeans' understanding of nuclear energy.,Digital Economy & Tech,HIGH,Environment
D279,Support Provided to Swedish Car Maker for R&D Office in Singapore and Clawback Penalties Imposed following Closure Eight Months After Launch,asked the Deputy Prime Minister and Minister for Trade and Industry (a) what are the various forms of financial and non-financial support provided by the Economic Development Board for the establishment of a Swedish car R&D office in Singapore; and (b) whether there are clawback provisions and penalties imposed on the company for the closure eight months after its launch.,"Companies that receive support from the Government must meet certain economic outcomes, such as job creation and local employment, business spending or fixed asset investment. The Government has mechanisms to claw back subsidies from companies that fail to meet these outcomes. We are unable to share specific details of individual companies due to commercial sensitivities and confidentiality requirements.",Other / Cross-cutting,HIGH,Labour & Workforce
D284,"Special Needs Trust Company's Trust Services Take-up Rates by Household Income and Race, and Plans to Boost Services","asked the Minister for Social and Family Development (a) what is the take-up rate of Special Needs Trust Company's trust services with a breakdown by (i) household income (ii) per capita income and (iii) race; and (b) whether the Ministry is monitoring take-up rates and considering any plans to boost them, particularly among median income families.","There are 1,410 trusts that have been set up under the Special Needs Trust Company's (SNTC's) trust services, as of 31 December 2025. SNTC does not collect income data from every client as income is not a pre-requisite for opening a trust account with SNTC. Chinese clients hold the largest proportion of SNTC trust accounts, followed by Malays and Indians. More can be done to raise awareness and encourage more families to take up SNTC's trust services. As announced at Budget 2025, the Government will be providing a dollar-for-dollar matching grant of up to $10,000 to encourage lower- and middle-income caregivers of persons with disabilities to set up and top up their SNTC trust accounts. The grant will be launched later this year and more details will be announced soon.",Digital Economy & Tech,HIGH,Social & Family Policy
D289,Development of CARA Mobile App for Caregivers of Persons with Disabilities or Children with Autism to Report Missing Persons,"asked the Coordinating Minister for Social Policies and Minister for Health (a) whether the Ministry is involved with Dementia Singapore in the development of the CARA mobile application (CARA); (b) if so, whether CARA allows for caregivers of children with autism or persons with special needs to report missing persons; and (c) if no, whether the Ministry will consider including this feature in the future.","The CARA app is co-developed by Dementia Singapore, the Agency for Integrated Care and the National Council of Social Services. It is linked to DementiaHub.SG website and provides digital resources tailored for caregivers of persons living with dementia, including a feature for caregivers to report their missing loved ones. On the other hand, caregivers of children with autism or persons with special needs can apply for a Developmental Disability Registry (DDR) Identity Card. If a person with autism or special needs goes missing, their caregiver should make a Police report. The DDR card bears contact information of the caregivers and their supporting social service agencies to help facilitate the return of the missing person. The CARA app and DDR Identity Card were designed to meet the distinct needs of their respective target groups.",Social & Family Policy,HIGH,Healthcare
D313,Parking of Personal Mobility Devices and Personal Mobility Aids at HDB Multi-storey Car Parks for Safety,"asked the Minister for National Development whether the Ministry will consider (i) allowing personal mobility devices (PMD) and personal mobility aids (PMA) to be parked at HDB multi-storey carparks (MSCP) as a safer option, in light of multiple fires that have occurred in residential dwellings where they are parked or (ii) building fire-resistant charging infrastructure in MSCPs for users to charge their PMD and PMA batteries.",This question was addressed in MND's reply to the question asked by Mr Kenneth Tiong on 12 January 2026.,Housing & Property,HIGH,Transport
D314,Health Impacts of Long-term MRT Noise Exposure for Commuters and Inclusion in National Health Prevention Strategies,"asked the Minister for Sustainability and the Environment (a) whether repeated MRT noise exposure has been assessed to affect the long term health among commuters; (b) if so, whether such exposure will be included in the national health promotion or prevention strategies in collaboration with transport agencies; and (c) whether the Ministry will strengthen research, monitoring and public education on MRT noise through an interagency initiative.","The National Environment Agency sets environmental noise limits to safeguard public health and well-being in residential settings. These limits reference international standards which determine safe noise thresholds based on health risks at different noise levels. Noise experienced by commuters within mass rapid transit (MRT) systems is monitored by the Land Transport Authority (LTA). The MRT system is designed to maintain average noise levels within the train cabin to below 85 decibels. Where the train goes through tight curves, noise levels within the train cabin may exceed this threshold momentarily. Over certain stretches of the Thomson-East Coast Line, where there are more curved tracks, additional noise reduction measures have been implemented, such as the moderation of train speeds and grinding of track surfaces to smoothen contact between the tracks and train. LTA is also trialling the use of tuned mass dampers to further reduce noise along the noisiest stretches. Both agencies will continue to review their noise management policies and efforts to ensure that they remain current and effective in protecting public health.",Transport,MEDIUM,Environment
D318,Public Complaints Towards Festive Surcharge Pricings by F&B Establishments over Past Five Years,asked the Deputy Prime Minister and Minister for Trade and Industry (a) whether the Ministry has received public complaints about unfair festive surcharges by retail and food establishments; and (b) what are the number of such complaints for each year over the past five years.,"From 2021 to 2025, the Ministry of Trade and Industry (MTI) and the Competition and Consumer Commission of Singapore (CCS) received a total of four complaints on the quantum and/or transparency of festive surcharges by retail and food establishments, with two received in 2021 and two in 2022. Where relevant, the consumers were advised to seek assistance from the Consumers Association of Singapore. No further follow-ups were required from MTI or CCS.",Other / Cross-cutting,MEDIUM,Environment
D322,Staff to Child Ratio in Preschools and Student Care Centres,"asked the Minister for Social and Family Development what is the 25th percentile, median and 75th percentile of staff to child ratio for (i) the various levels of preschools and (ii) student care centres.","The Ministry for Social and Family Development (MSF) sets minimum requirements for staff-to-child ratio for preschools and student care centres to ensure the safety and well-being of children. Preschools must ensure that they have sufficient staff deployed to care for children in accordance with the ratios as stipulated in the Regulations for the different programme levels. This ranges from one qualified programme staff to five infants at the infant care level, to 25 children at the kindergarten 2 level. MSF-registered student care centres that administer the Student Care Fee Assistance are also required to abide by a programme staff-to-student ratio of at least one staff to 25 students. Preschools and student care centres have the operational flexibility to respond to the varied needs and demands on the ground. The centres can and do operate with more than the minimum staff requirement, in accordance with the respective centres' programming objectives and available manpower.",Social & Family Policy,HIGH,Education
D323,Administrative Requirements and Procedures Imposed by Insurers for Cancer Drug Claims,asked the Coordinating Minister for Social Policies and Minister for Health (a) whether the Ministry is aware of the administrative requirements imposed by insurers on doctors for cancer drug claims under the Cancer Drug List (CDL); and (b) whether the Ministry has endorsed or advised on these procedures for Integrated Shield Plan claims.,"Claims for MediSave, MediShield Life (MSHL) and Integrated Shield Plans (IP) are filed electronically through the national claims processing system. The system contains all relevant data fields required for the assessment and processing of claims for cancer drugs listed on the Cancer Drug List (CDL). This minimises administrative hassle and follow-on clarifications from insurers. The Ministry of Health (MOH) is aware that for some cancer drug claims, especially those for drugs not listed on CDL, insurers may require additional information from healthcare providers. For example, for non-CDL treatments that are not covered by MSHL and IPs but are covered by riders, insurers may need to request for information on whether the treatments have been approved by regulatory authorities or supported by established clinical guidelines, in order to process for reimbursement. In addition, manual submissions would be required for cases involving providers or payers that cannot be filed through the system. These additional submissions enable insurers to assess the claims and pay out the correct benefits. Where specific feedback about the administrative processes is surfaced, MOH will engage the healthcare providers and insurers to explore opportunities to further streamline the claim processes.",Financial Services,HIGH,Healthcare
D327,"Breakdown on Preschools Using In-house Cooks, Ready-to-eat Meals and Catered Hot Food",asked the Minister for Social and Family Development what is the current breakdown of the number of preschools that use (i) in-house cooks (ii) ready-to-eat meals and (iii) catered hot food.,"The Early Childhood Development Agency does not track the breakdown of food provision arrangements in preschools. All preschools, regardless of food provision arrangements, must adhere to meals and food hygiene requirements specified in the Early Childhood Development Centres Regulations and Code of Practice. This includes ensuring that food premises are clean and pest-free, and implementing proper procedures for food storage.",Education,MEDIUM,Environment
D330,Progress in Developing Diploma Courses and Internships to Prepare for Meaningful Local Agri-food Sector Careers,"asked the Minister for Sustainability and the Environment (a) what progress has been made in SFA’s partnerships with Institutes of Higher Learning and local farms to develop diploma courses and internships that equip students and adult job seekers with relevant skills for meaningful careers in the local agri-food sector; and (b) in view of the sector's volatility, what safeguards or support are available to mitigate risks for individuals entering the industry.","The Singapore Food Agency (SFA) partners with Institutes of Higher Learning and local farms to develop Pre-employment Training (PET) and Continuing Education and Training (CET) programmes, to equip students and adult learners with skillsets that will enable meaningful careers in the local agri-food sector. As part of the PET programme, polytechnics match their students to the agri-food sector, including farms, for structured internship opportunities, giving them first-hand experiences of working in the industry while putting to use their knowledge and practical skills. As of October 2025, there are eight PET and CET programmes and a range of SkillsFuture short courses to meet industry needs. In addition to building skills for the agri-food sector, these programmes are developed to provide students with cross-disciplinary skills. These programmes help graduates to stay adaptable and open up employment opportunities across sectors.",Labour & Workforce,MEDIUM,Education
D341,Effectiveness of Nutri-grade Labelling System on Lowered Consumption of High-sugar and Saturated Fats Pre-packaged Foods,Question No 6.,"Mr Speaker, Nutri-Grade measures were applied first to beverages, as they contribute to more than half of Singaporean’s sugar intake. Beverages containing the highest levels of sugar and saturated fat are graded ""D"" and are subject to advertising prohibitions across all media platforms. We have seen encouraging results with the Nutri-Grade measures in place. The median sugar level of pre-packaged beverages has decreased from 7.1% in 2017 to 4.6% in 2023, and the average daily sugar intake of residents has fallen from 60 grammes in 2018 to 56 grammes in 2022. To reduce sodium intake and further reduce saturated fat consumption, Nutri-Grade measures will be extended to key contributors of sodium and saturated fat intake sold in the retail setting from mid-2027. Similarly, advertisements promoting the sale of products including prepacked salt, sauces, seasonings, instant noodles and cooking oil that are graded ""D"" will be prohibited. We will continue to monitor the effectiveness of the Nutri-Grade measures on the dietary habits of Singapore residents, as well as developments around the region and internationally, before considering any further measures.",Healthcare,HIGH,Education
D342,Review of Cost-bearing Responsibility for Hawkers to Provide Affordable Meals for Low-income Patrons,"asked the Minister for Sustainability and the Environment (a) what are the principles that currently guide who should bear the cost of providing affordable, nutritious meals to low-income patrons; and (b) whether the Ministry will review the current distribution of responsibility to prevent it from disproportionately falling on hawkers.","This question will be addressed at the next Sitting on 24 September 2025, together with similar Parliamentary Questions, for a more holistic reply.",Social & Family Policy,MEDIUM,Environment
D343,Grant to IMF's Trust for Special Poverty Reduction and Growth Operations for the Heavily Indebted Poor Countries,"Mr Speaker Sir, on behalf of the Deputy Prime Minister and Minister-in-charge of the Monetary Authority of Singapore (MAS), I move, ""That this Parliament, in accordance with section 6A(2)(d) of the Bretton Woods Agreements Act 1966, resolves that the maximum amount of grants that the Monetary Authority of Singapore may give under the bilateral agreement (or its subsequent variations) to be made by the Monetary Authority of Singapore (on behalf of the Government of the Republic of Singapore) with the International Monetary Fund to support Sudan's debt relief efforts via the Trust for Special Poverty Reduction and Growth Operations for the Heavily Indebted Poor Countries, is 4,480,000 Special Drawing Rights (approximately US$6,100,000)"". Mr Speaker, I beg to move.",,Financial Services,HIGH,Other / Cross-cutting
D349,Extension of Concessionary Migrant Domestic Worker Levy to First-time Expectant Parents Prior to Delivery of Child,"asked the Minister for Manpower (a) whether the Ministry will consider extending the concessionary MDW levy rate of $60 to first-time expectant parents two to three months before delivery; (b) what will be the fiscal and policy implications of such an extension, including potential beneficiary numbers and impact on levy revenues; and (c) whether the Ministry will study alternative support options, such as temporary levy waivers.","The concessionary levy of $60 per month for migrant domestic workers is given to households with caregiving needs. Hence, it is extended to households with a Singapore Citizen below 16 years old, as well as other care recipients. Households would be eligible for the levy concession when a Singaporean child is born. The Government will continue to monitor the need to extend concessionary levy or alternative support for expectant parents, and review our policies as necessary.",Social & Family Policy,HIGH,Labour & Workforce
D351,Mitigation Measures for Private Preschools Serving Children with Special Needs and Support Frameworks to Encourage Viability of Such Services,asked the Minister for Social and Family Development with the expanded Partner Operator scheme from January 2026 to December 2030 (a) how will the Early Childhood Development Agency (ECDA) assess and mitigate any crowding out of private preschools that serve special needs children or that run ECDA-appointed early intervention programmes; and (b) what targeted partnership or funding options will be available to keep such specialised services viable.,"Over the years, the Government has expanded funding to more preschools that meet the criteria of the Anchor Operator (AOP) and Partner Operator (POP) schemes to keep fees affordable for parents. To maintain high standards of quality in AOPs and POPs, a rigorous selection process has been put in place, which considers factors, such as the preschools' track record in providing quality childcare services, financial sustainability, accessibility and demand. The Early Childhood Development Agency (ECDA) has been stepping up efforts to ensure that children with developmental needs have access to Early Intervention (EI) services regardless of which preschool they are enrolled in. This includes reaching out to more preschools, regardless of the centre type, to provide the Development Support and Learning Support (DS-LS) programmes to cover 80% of preschoolers aged five to six at steady state. Inclusion Coordinators are also appointed in all preschools to work with educators to identify children with potential developmental needs and refer parents to relevant resources. ECDA also recently published the Inclusive Preschool Practice Guide, a resource available to all operators sharing recommended best practices to enhance inclusive practices within their centre and to support children with diverse needs. Additionally, ECDA funds providers of the DS-LS programmes and the Early Intervention Programme for Infants and Children, so that children requiring EI support receive the specialised services that they require.",Education,HIGH,Social & Family Policy
D354,Data on DigitalAccess@Home Scheme Household Support and Measures to Increase Take-up Rate,"asked the Minister for Digital Development and Information (a) how many households have been supported with subsidised broadband and device packages since the launch of DigitalAccess@Home Scheme in April 2023; (b) whether the scheme is on track of (i) its target to support 60,000 households and (ii) the allocated budget of $80 million; and (c) if not, what steps will be taken to increase the take-up rate among eligible households.","The DigitalAccess@Home scheme has supported over 30,000 assistance packages to low-income households since its launch in 2023. The figures cited by the Member represent resources provisioned to meet demand from qualifying households, rather than predetermined targets to be achieved. Nonetheless, the Infocomm Media Development Authority works together with Government agencies, such as the Ministry of Social and Family Development and the Ministry of Education, and social sector partners (for example, Social Service Agencies, Family Service Centres) to raise awareness of the scheme and streamline applications processing. We will continue to promote the scheme to ensure inclusive digital access for all.",Digital Economy & Tech,HIGH,Social & Family Policy
D359,More Initiatives for Infants and Toddlers Under Grow Well SG and Assessing Long-term Impact on Children's Development,"asked the Coordinating Minister for Social Policies and Minister for Health (a) whether Grow Well SG will include more initiatives for infants and toddlers; (b) what support is available for first-time working parents to adopt lifestyle practices under the five focus areas of Grow Well SG; and (c) what qualitative indicators are used to assess Grow Well SG's long-term impact on children's emotional, cognitive and physical development.","Parents play a vital role in their children's growth and development, and healthy habit formation from birth. Therefore, Grow Well SG initiatives for infants and toddlers focus on educating parents, including first-time parents, about age-appropriate healthy behaviours and how to inculcate them. For example, we have introduced the Childhood Health Behaviours checklist as part of the Childhood Developmental Screening visits from age 0 to 6 years old, to raise parental awareness and encourage behaviour change early. Complementing this is a range of practical guidelines and resources, available through multiple platforms, like Parent Hub, Parenting for Wellness, Families for Life programmes and resources, and the Early Childhood Development Agency's (ECDA's) Beanstalk. In addition, ECDA's revised Early Years Development Framework and its Educators' Guide guide educators in preschool to provide meaningful experiences that promote children's overall well-being, learning and development. While parents are doing their best, we know that parents today face new challenges in managing children's digital use due to the growing prevalence of social media and technology. We will continue to enhance Grow Well SG to provide greater support to parents in this digital age. The indicators we use to assess the impact of Grow Well SG will cover the lifestyle habits of children, such as time spent on screens, physical activity and sleep. We will also conduct surveys to measure parental awareness on healthy habits to evaluate and refine our initiatives.",Education,HIGH,Healthcare
D362,Noise Pollution Enforcement on Foreign-registered Vehicles and Data on Noise-related Summons Issued at Land Checkpoints in Past Three Years,"asked the Minister for Sustainability and the Environment in respect of the 126,820 vehicular fines issued to foreign-registered vehicles in 2025, (a) how many were for noise emission violations; and (b) what have been the year-on-year percentage changes in noise-related summonses issued at land checkpoints over the past three years.",This question has been addressed in the reply to Parliamentary Question Nos 18 and 19 at the 2 March 2026 Parliament Sitting.,Environment,HIGH,Transport
D380,Outreach Efforts to Remind Foreign Drivers of Singapore's Vehicle Noise Emission Standards,"asked the Minister for Sustainability and the Environment (a) what outreach or educational efforts are undertaken to remind foreign drivers, including regular cross-border commuters, of Singapore's vehicle noise emission standards; and (b) whether the Ministry will work with LTA to incorporate noise compliance reminders into Vehicle Entry Permit (VEP) and Autopass application processes.","All motorists, including those driving foreign-registered vehicles, must comply with Singapore's vehicular noise emission limits. The National Environment Agency (NEA) publicises key changes to vehicular emissions policies through media channels as well as posters at land entry checkpoints. Foreign motorists remain responsible for familiarising themselves with our regulations before entering Singapore. In 2025, 217 fines were issued to foreign-registered vehicles for exceeding the noise emission limits. This was higher than the 106 fines issued in 2024 and 154 fines issued in 2023. The significant increase between 2023 and 2025 can be attributed to enhanced enforcement with a wider coverage in Singapore. During enforcement blitzes at or near our checkpoints, NEA officers deployed on-site will identify vehicles suspected of exceeding the noise emission limits and direct them to dedicated spaces for further testing to minimise impact on traffic flow. NEA has explored the use of acoustic cameras to enhance enforcement, but they were found to have limited accuracy and reliability in attributing the source of noise to a specific vehicle under the crowded traffic conditions at our checkpoints. Nonetheless, NEA will continue to explore the use of technologies to facilitate enforcement against noisy vehicles.",Transport,HIGH,Environment
D387,Status of Quantitative Noise Thresholds Review for Residential Boundary Noise,"asked the Minister for National Development (a) what is the status of the review on quantitative noise thresholds for residential boundary noise, which the Community Advisory Panel recommended in 2022; (b) whether the review has considered WHO guidelines of 50 to 55 decibels and lower thresholds in Germany, Korea and Japan; (c) whether the Ministry will clarify that NEA's industrial noise standards do not apply to household disputes.","We had completed the review in May 2024 and replied to a similar Parliamentary Question in October 2024. The Member may also refer to the Municipal Services Office’s website, as well as the Second Reading of the Community Disputes Resolution (Amendment) Bill in 2024, for more details. The National Environment Agency’s industrial noise standards are set for a different purpose, and do not apply to neighbour noise disputes.",Housing & Property,HIGH,Environment
D389,Participation Rates of Employment Preparation Scheme and Recidivism Outcomes,"asked the Coordinating Minister for National Security and Minister for Home Affairs (a) as of January 2026, how many inmates have been emplaced on the Employment Preparation Scheme (EmPS); (b) what proportion of the prison population do they represent; (c) what are the recidivism rates of EmPS participants versus non-participants; and (d) what are the most common reasons eligible inmates are not emplaced on EmPS.","On average, between 2023 and 2025, 159 inmates were emplaced on the Employment Preparation Scheme (EmPS) each year. This was about 4% of the penal inmate population during those years 1 . Inmates emplaced on EmPS are generally those who have poor family support and have more complex reintegration needs. Inmates may not be emplaced on EmPS if they have poor conduct in prison, respond poorly to the rehabilitation programmes offered by the Singapore Prison Service (SPS) or are assessed to present a risk to public safety. Table 1 below shows the two-year recidivism rate of penal inmates emplaced on EmPS compared to all penal inmates.",Labour & Workforce,HIGH,Defence & Home Affairs
D391,Assessment on Leasing of Fast-food Business at Yio Chu Kang Stadium to Promote Healthy Living,"asked the Acting Minister for Culture, Community and Youth (a) whether leasing a high-traffic site at Yio Chu Kang Stadium to a major fast-food business aligns with SportSG’s mission to promote healthy living; (b) what health and nutritional criteria guided the tenancy evaluation; and (c) what is the Ministry’s assessment of making fast-food a convenient post-exercise option at Yio Chu Kang Stadium.","ActiveSG Sport Centres play a key role in supporting Singaporeans to adopt healthy and active lifestyles. All food and beverage (F&B) tenants at ActiveSG Sport Centres, including fast-food businesses, must comply with the Whole-of-Government healthier F&B policy. They must provide beverages that are healthier, that is, Nutri-Grade A or B, and use healthier oil and lower-sodium ingredients for all food preparation, or they may also be certified as Health Promotion Board’s Healthier Dining Programme Partner that uses healthier oil and provides healthier beverages and food such as dishes lower in calories, lower in sodium, and/or higher in wholegrains. Operators must meet these requirements before Sport Singapore (SportSG) leases these spaces to them. SportSG will continue to ensure that ActiveSG Sport Centres offer convenient dining options that meet health and nutritional requirements and support Singaporeans to stay active and live healthy.",Healthcare,MEDIUM,Environment
D399,Impact on Inflation with CDC Vouchers Given to Singapore Households Regardless of Socio-economic Status,asked the Prime Minister and Minister for Finance whether giving out CDC vouchers to every Singaporean household regardless of socioeconomic status results in worsening cost-of-living due to demand-pull inflation.,"Mr Speaker, the Community Development Council (CDC) Vouchers Scheme is one of several measures introduced to help Singaporeans manage their cost of living. There is no evidence that the CDC Vouchers Scheme has worsened the cost-of-living due to inflation. The Consumer Price Index (CPI)-All items inflation has moderated in recent years, from 4.8% in 2023, to 2.4% in 2024 and 0.9% in 2025, even though the quantum of CDC vouchers increased over that period.",Other / Cross-cutting,MEDIUM,Social & Family Policy
D403,Proposal to Use Life Expectancy Factor of 83.5 Years When Calculating CPF Savings for Property Purchases,"asked the Minister for National Development whether the CPF Board will consider aligning the life expectancy factor with the Department of Statistics Singapore's reported average of 83.5 years when tabulating how much CPF savings can be used to purchase a property, instead of the existing 95 years.","Mr Speaker, our rules on Central Provident Fund (CPF) usage for property purchases are intended to encourage Singaporeans to buy a home for life, which safeguards their housing and retirement adequacy. Under the current Home for Life condition, the remaining lease must cover the youngest owner till at least age 95. So, if we set the requirement at 83.5 years, many seniors would live longer than this average lifespan.",Housing & Property,MEDIUM,Social & Family Policy
